Hugo_Symbol	q
FOXN2	1.5084547348374172e-15
DLGAP5	1.566975051927425e-15
NLK	1.5863736396289817e-15
FEM1C	1.61339078132651e-15
OCEL1	1.61339078132651e-15
SUPT6H	1.6388035310717919e-15
LMNB2	1.6388035310717919e-15
ZSWIM4	1.6841327514296334e-15
UBR1	1.7640097943889906e-15
MED13L	1.800501008515874e-15
CDC123	1.807145985141755e-15
DEK	1.8250336384260865e-15
ACOT9	1.842072786440337e-15
SEMA3B	1.8515253288205863e-15
AGO2	1.8669257340655794e-15
POP1	1.8795602257948492e-15
CFAP44	1.8940692715169627e-15
CIPC	1.9178978461503314e-15
SRPK1	1.927822767268242e-15
CCDC159	1.931281355833215e-15
OSCP1	1.937599163885857e-15
TBX3	1.9651076868441128e-15
TRERF1	1.974978934729066e-15
AKIRIN2	2.0574454389922684e-15
TRMU	2.0880269968006136e-15
ECM1	2.0880269968006136e-15
TEX30	2.157773152751521e-15
ARHGEF4	2.157773152751521e-15
RHEB	2.157773152751521e-15
PRKAB1	2.159398305313539e-15
CGRRF1	2.202598110188896e-15
YES1	2.2261954128259516e-15
DNAJB11	2.241095941489042e-15
NEK9	2.241095941489042e-15
MRPS36	2.2879560374561048e-15
VEZT	2.2979084256489807e-15
THTPA	2.3052804489874325e-15
PTPRN2	2.3091972235774454e-15
GLI3	2.319831956874428e-15
TMBIM4	2.3261175725121256e-15
KIF1BP	2.3343462124038328e-15
LZTFL1	2.411614453848805e-15
AURKA	2.4251763836987802e-15
ABCG1	2.4281930173112043e-15
DHX29	2.4322843431078297e-15
GUSBP4	2.465532964007207e-15
YBX3P1	2.4733191578131465e-15
KIF15	2.4896905900071107e-15
TGFA	2.4896905900071107e-15
CROT	2.5244320947301965e-15
NARF	2.5336816474457795e-15
PRKD3	2.5452489886849652e-15
NECAB3	2.5452489886849652e-15
TEAD2	2.6187689802969863e-15
TBC1D12	2.637279743938648e-15
PTTG1	2.638430840304234e-15
BAK1	2.6515506467570403e-15
DESI2	2.7091738973464327e-15
MAPK3	2.7572963542255054e-15
DNMT3B	2.785520454641946e-15
SH3GLB2	2.785520454641946e-15
RDH10	2.86199624317601e-15
HEBP1	2.870459871386677e-15
BCDIN3D	2.8782305223266057e-15
KIAA0020	2.9288914244077022e-15
WIPF2	2.9288914244077022e-15
CDKL3	3.06700169544317e-15
TSPAN15	3.085386410584634e-15
CBFB	3.1295809855144944e-15
CFAP70	3.150009208210116e-15
LRRC17	3.1885109304406092e-15
TBPL1	3.1949118873702893e-15
GTPBP4	3.220385395497669e-15
AP3B1	3.2241631405500673e-15
PNPLA4	3.2241631405500673e-15
IRAK1	3.236335201916322e-15
CYP21A2	3.287609573919525e-15
ANKRD11	3.287609573919525e-15
NRIP1	3.3459440767784346e-15
CSNK2A2	3.4090687880924304e-15
TTC30A	3.5016607923678288e-15
EAPP	3.573544692586384e-15
TMEM9B	3.615227912052274e-15
CTU2	3.705932766687713e-15
OSBPL3	3.741903685466383e-15
FAM49A	3.741903685466383e-15
IGFBP4	3.741903685466383e-15
CACFD1	3.741903685466383e-15
MFAP1	3.775293242063848e-15
LAD1	3.873642147105779e-15
LETM2	3.90020574425036e-15
TOM1L1	3.916298367681426e-15
IKBKB	3.963557505603468e-15
IGF2BP2	4.022861005704816e-15
TMEM206	4.060973226546736e-15
LIMD2	4.067797426294704e-15
VMP1	4.0746814869864085e-15
NTN4	4.1191657251949696e-15
ITM2C	4.27569795768916e-15
RFC4	4.426114915102396e-15
C21ORF91	4.50037617598212e-15
NOP58	4.54403158244372e-15
ARHGEF39	4.54403158244372e-15
TOM1L2	4.652746500082639e-15
PVRL2	4.691538609389561e-15
SLC15A2	4.769958190828622e-15
MED8	5.1554030561065056e-15
IQCD	5.194147994282187e-15
SRD5A1	5.2876623168178235e-15
NUBPL	5.295384558054938e-15
NEK11	5.409568436001619e-15
AFF1	5.459493526725877e-15
ZBTB7A	5.459493526725877e-15
FAM58A	5.542459963520953e-15
FOXL1	5.611943235350131e-15
ST3GAL6	5.614271970453333e-15
CSRP2	5.840475275112546e-15
NMB	5.886408639471996e-15
POLR2F	5.952335408845022e-15
SLC16A1	5.983732500537248e-15
BATF3	6.025270615073522e-15
RGS11	6.025270615073522e-15
PITPNM2	6.025270615073522e-15
TRIM2	6.172775111678702e-15
C3ORF58	6.1957133667902015e-15
CHAC2	6.341115753043839e-15
VAC14	6.511507648250072e-15
PLOD1	6.538463401826223e-15
EPB41L4A	6.571389707250634e-15
UTP11L	6.6337764491592125e-15
UPF3B	6.7189748763190436e-15
AAGAB	6.7393317560124614e-15
RNASE4	6.81173894599054e-15
ANP32E	7.104005545740841e-15
RCC2	7.136086019923284e-15
KIF18A	7.180539395561988e-15
NHLRC4	7.187773762897952e-15
ULK4	7.537327250188773e-15
NMI	7.628349679364519e-15
NUDT5	7.628464858305664e-15
SRRM2-AS1	7.743597406177116e-15
TMEM62	7.847083626351849e-15
CETN3	7.853967796265449e-15
TBC1D7	7.941124478770464e-15
STK36	7.941124478770464e-15
SERPINI1	8.109475594735992e-15
NXN	8.161071816183628e-15
ARFIP1	8.170328168031286e-15
UBE3B	8.206848889959173e-15
PTGR2	8.234905062825116e-15
TIMM8A	8.491222510902477e-15
INCENP	8.582534467461011e-15
TBC1D22B	8.749446701282607e-15
TACC3	8.802040047298882e-15
PDHA1	8.864676188884156e-15
NUF2	9.044583328253068e-15
PRLR	9.046897640056383e-15
CDC7	9.151306717788333e-15
TNS2	9.239221352135114e-15
GPN1	9.380425740977196e-15
REXO2	9.399123103074918e-15
KIF23	9.455522342127264e-15
SLC25A19	9.477883892882e-15
FAM179B	9.561276940877298e-15
KIF4A	9.680340283908411e-15
TMEM135	9.744576599496591e-15
G6PC3	9.884678334197207e-15
IGIP	9.907573434837016e-15
TPBG	9.95722639024487e-15
PRKCD	9.991350224212995e-15
SOX9	1.0028519163653992e-14
TMC4	1.0072862739483852e-14
RAB5C	1.0171302322767045e-14
YPEL2	1.0482221468585021e-14
MED30	1.0744506036668416e-14
GGH	1.1209747775939509e-14
MIER3	1.1233134660908647e-14
PPP1CB	1.1249399505593092e-14
PHF19	1.1249399505593092e-14
LFNG	1.1450191246785398e-14
DUSP7	1.1721268472168159e-14
BRI3	1.1775778817219265e-14
SEMA3C	1.2417934895931745e-14
C5ORF63	1.2648630676389138e-14
HDGF	1.2786789619813785e-14
KATNA1	1.2810512005409499e-14
RAP2A	1.3358073507949663e-14
LAMB2	1.3906786964119121e-14
ALYREF	1.3975985732203493e-14
RBM43	1.3986248013847723e-14
FAM172A	1.4116617967586878e-14
ADGRB2	1.4681760314707257e-14
DZIP3	1.470631287136074e-14
SLC29A3	1.5054896863815072e-14
RALGPS1	1.5527413723573183e-14
ZSWIM6	1.563137638107375e-14
PPM1A	1.672451417185488e-14
GYLTL1B	1.6909643069542104e-14
HECTD2	1.7324457687774875e-14
C9ORF64	1.7561321287327305e-14
XPA	1.7652038303746924e-14
DCLRE1C	1.7866770195268133e-14
SDHAF3	1.7866770195268133e-14
TBCK	1.787238989873559e-14
PPP2CA	1.7911530642526512e-14
BBS5	1.8043777930451734e-14
WDR43	1.8164570474350496e-14
SLC35G1	1.9175246905049518e-14
PSMD7	1.925524956760109e-14
ATL2	1.9270307025134826e-14
WDR4	1.9270307025134826e-14
MSI2	1.927547642256097e-14
SPTLC2	1.9623197493481867e-14
SPATA6L	2.0026754205578425e-14
LAPTM4B	2.0099654313951406e-14
DUSP5	2.021618578457303e-14
CBS	2.0614744306157915e-14
TCF19	2.078550546898749e-14
TMEM201	2.0837109706920237e-14
LRP2BP	2.0859002332080542e-14
MEX3A	2.086522186988688e-14
NUDT16L1	2.0926927785379365e-14
CYB5A	2.108111922848395e-14
RAD51AP1	2.1390061000129117e-14
SNORA8	2.175914382943696e-14
ARL3	2.1833248991672168e-14
SF3A3	2.2333232698903183e-14
XPC	2.2372797699155406e-14
LIPG	2.2445542783312464e-14
CCNDBP1	2.2445542783312464e-14
C1ORF198	2.2613453747847352e-14
WWTR1	2.2713165566713847e-14
KIF9	2.3957248464923867e-14
ACBD4	2.4005516591380268e-14
ADPRH	2.4033354789539368e-14
FDXACB1	2.4125947474805526e-14
UBE2S	2.4240294240419718e-14
NEAT1	2.5274140925055458e-14
CENPL	2.6018577352444546e-14
NKAIN1	2.6075122258308788e-14
CCDC126	2.67141314919801e-14
TRIM8	2.67141314919801e-14
TYMS	2.67141314919801e-14
KCNK6	2.6988313933854238e-14
UBL3	2.7393364136244183e-14
C17ORF51	2.7682147687469696e-14
CREB3L1	2.842718139509752e-14
DNMBP	2.8461710278984535e-14
PDE9A	2.8466269748996274e-14
ILF2	2.8491688993333916e-14
C14ORF79	2.905938662946261e-14
N6AMT1	2.949374173382919e-14
ZNF446	2.9544034236564964e-14
FBXO4	2.97572262756094e-14
SMIM8	3.003701722756671e-14
C1GALT1	3.003701722756671e-14
CDCA7L	3.025801833973005e-14
APPL2	3.135514049771108e-14
EFNA5	3.138175086438868e-14
SURF1	3.1826419815239495e-14
AHNAK	3.1915136980521916e-14
CD46	3.2018231942545526e-14
FEN1	3.209183253685691e-14
MORC2	3.2186939784345076e-14
PLAT	3.23412131315906e-14
PNRC1	3.241105034944431e-14
C3ORF52	3.26255342134727e-14
POLD4	3.3050916510522096e-14
TMEM128	3.3423523163476025e-14
ATG16L1	3.3638070735676953e-14
LRRC37A3	3.382407919321157e-14
ZNF467	3.3898173203734335e-14
GPRC5B	3.396443072641257e-14
TMEM205	3.398446198630432e-14
DONSON	3.415700884140013e-14
RGMB	3.44322922114187e-14
STK38	3.491657826124345e-14
PER2	3.5619154528521495e-14
RRP36	3.598401278457324e-14
PSME4	3.7174327692746274e-14
XYLT2	3.723610973714078e-14
LYRM9	3.7597996275899905e-14
RNASEL	3.780616222004022e-14
WDR77	3.790598966353322e-14
BORA	3.837005289971948e-14
PAAF1	3.9192966970680297e-14
CHN2	3.9786151762161553e-14
NXPE3	3.9786151762161553e-14
PRR13	4.015039069643381e-14
CHST2	4.019163258468933e-14
PLEKHG1	4.022210399355136e-14
BLVRA	4.0366424335971463e-14
PRKAG1	4.114801934349548e-14
C18ORF32	4.1229451647016914e-14
SLC25A37	4.1549756511871643e-14
CBR1	4.174749535900509e-14
ADGRA3	4.185392331954115e-14
REEP6	4.2044169428525346e-14
SKP2	4.247251415393238e-14
PCDH19	4.250937086434663e-14
PAFAH2	4.253889248174665e-14
ARPC5	4.271791071318463e-14
POLR3G	4.3195669685107974e-14
MCCC1	4.32162161224554e-14
SLC25A35	4.390420895112666e-14
EEF1A2	4.5034472677523546e-14
CHAF1B	4.8860125607436076e-14
CYP7B1	5.08033785768747e-14
IGBP1	5.127550043861909e-14
ARHGAP11A	5.3665285722137766e-14
ZNF671	5.4404771363841115e-14
CHI3L1	5.460955596303013e-14
HOMER3	5.4614538435311204e-14
SH3D21	5.569957004398714e-14
RELT	5.6495605043390033e-14
RNF122	5.864514593544434e-14
GLYR1	5.870192104562573e-14
ALDH6A1	5.960306437371909e-14
GOSR1	6.138316496153477e-14
SCLT1	6.160392222869532e-14
LYPD6	6.355219259031357e-14
ORAI3	6.42279560037377e-14
MORN1	6.463208639765649e-14
PPP1R14B	6.511668434298811e-14
NCAPD2	6.520784996146291e-14
DEPDC1B	6.566145746359908e-14
UBE2B	6.619073179818097e-14
PIR	6.708889922063923e-14
KTI12	6.792924333081143e-14
SHCBP1	7.021040646652838e-14
ABCC10	7.090030741009141e-14
C1ORF174	7.13570292159336e-14
RNF141	7.187877055995154e-14
SLC35F2	7.212630801704424e-14
CDK6	7.292674383073136e-14
LGALS8	7.314031208797873e-14
ADAT2	7.435050488945634e-14
DIAPH3	7.443208168873753e-14
KHDRBS3	7.734755255055027e-14
TMEFF1	7.760132049601758e-14
RP9	8.048680827144511e-14
CPEB3	8.15216056971691e-14
NINJ1	8.191448619677411e-14
PREP	8.263690831914079e-14
PBLD	8.279356962759405e-14
TPCN1	8.471178610555327e-14
RPS6KA3	8.737923481690089e-14
RIOK2	8.818711447325478e-14
SNRPC	8.871448583570992e-14
TANC2	9.004450804966833e-14
MRPL2	9.118526984246226e-14
PIGQ	9.136545072064061e-14
CERS2	9.157791210996143e-14
GLCCI1	9.356735627351751e-14
MUTYH	9.368883053763307e-14
CDKN3	9.575534475573881e-14
SHROOM3	9.70494523789137e-14
ZNF747	9.765802661855399e-14
SNX3	9.765802661855399e-14
LRRC8D	9.883212405183773e-14
PEX11A	9.963299175668808e-14
TRDMT1	1.008846488324001e-13
GATAD2A	1.008846488324001e-13
E2F8	1.0194669703984629e-13
EFS	1.0257762489187279e-13
ACVR1B	1.0476122443306107e-13
RHBDL2	1.0498429909075334e-13
ATAD3A	1.0498429909075334e-13
DGAT2	1.0510887016867075e-13
MS4A7	1.0809573446257536e-13
MFI2	1.0823151619341043e-13
ZG16B	1.1038325506449119e-13
SFXN5	1.1049873496694784e-13
CRACR2A	1.129421716826348e-13
FCHO2	1.129421716826348e-13
RAB11FIP1	1.1304821783046094e-13
HOXB2	1.1604158175394611e-13
SCNM1	1.1787390989959752e-13
OIP5	1.183729095324028e-13
METTL15	1.1915706541420818e-13
KIF20A	1.1977694796495397e-13
FAM120A	1.2087444914115362e-13
ADCY6	1.2107333657790745e-13
STXBP4	1.2108998273801162e-13
PRC1	1.2349048129760743e-13
STEAP2	1.2349048129760743e-13
RRP1B	1.244985894686149e-13
RNF166	1.2454602215408522e-13
MFGE8	1.267685269740537e-13
OVGP1	1.289714462992793e-13
PTCH1	1.3626724526803963e-13
COMMD2	1.389309937462348e-13
ISY1	1.4193320829644548e-13
ERBB2IP	1.4215589526078586e-13
SLC30A5	1.4235414906463929e-13
PCDH1	1.4437146247223872e-13
SMO	1.4494978894866546e-13
NDUFAF1	1.4698091280778863e-13
GMNN	1.470594991388071e-13
ADCY1	1.470594991388071e-13
FBXL7	1.4874239228638686e-13
DCPS	1.491634803932871e-13
PHOSPHO2	1.5123329062068677e-13
SEH1L	1.5334656127138578e-13
RASD2	1.5405562967970214e-13
FAM174B	1.5666986839597826e-13
SOX8	1.5780528604343558e-13
MRPL37	1.5780528604343558e-13
MDP1	1.5857449033302927e-13
SUMF1	1.5889744152319362e-13
CCDC77	1.6414664633599115e-13
ERCC6L	1.6605582730609378e-13
ASPM	1.6616443386518583e-13
RP9P	1.702661847870789e-13
NOL10	1.7065270137619898e-13
TINAGL1	1.7280582975508745e-13
GTF3C6	1.788420565643812e-13
LINC00657	1.7907369950889463e-13
SPRY3	1.794346545592813e-13
LYN	1.8090410383290463e-13
TMEM192	1.8305961828183876e-13
SLC25A46	1.8439355563972412e-13
RIPK2	1.8475277666595123e-13
TEX10	1.8662319596688707e-13
OCIAD1	1.8711068740779187e-13
DAZAP1	1.8810099851989797e-13
ZNF497	1.8832155232549262e-13
HIF1AN	1.8889977444075392e-13
DNAJC14	1.8901725837281454e-13
C22ORF23	1.8901725837281454e-13
UGP2	1.8955674917271136e-13
EXOC2	1.8955674917271136e-13
CALCOCO1	1.9270458108738211e-13
SGOL1	1.9474007127983318e-13
HECTD4	1.9480086043397294e-13
CDKN2AIPNL	1.9661171669467887e-13
DZIP1	1.966839815448614e-13
MOB3B	1.990222666235878e-13
DUSP4	2.0200866999018356e-13
ENTPD5	2.032734281554397e-13
MRPL11	2.0467700335142507e-13
ZNF441	2.049154413260601e-13
HMGB3	2.050529456879023e-13
CPE	2.0628479051857423e-13
UFSP2	2.077982838261598e-13
BMP4	2.088727889046713e-13
YOD1	2.0911937733440478e-13
GPRC5C	2.1270719149170005e-13
EPHB6	2.1316898087171197e-13
GINS3	2.1385783525347977e-13
MAML3	2.1385783525347977e-13
RIOK1	2.2111384173899532e-13
ADGRE2	2.2296540065679858e-13
E2F1	2.3774039270974857e-13
NEK8	2.380242459308113e-13
CISD3	2.3908535648934655e-13
RASSF4	2.3910651018828357e-13
SARAF	2.4205460155741534e-13
TP53BP2	2.426851605905961e-13
RAPGEF3	2.4452663537019167e-13
QKI	2.4569778018383067e-13
KIF3B	2.508785212698525e-13
CCND1	2.521834816477598e-13
CHIC2	2.5332562464873717e-13
STAM2	2.538430658209188e-13
SLC10A3	2.56487272491204e-13
SERPINA5	2.621605231514823e-13
UBALD2	2.626269431415974e-13
PHYHD1	2.6498644421548e-13
MPP2	2.7261745906168187e-13
ITPK1	2.7722162659394133e-13
PPP1R18	2.8351270002393585e-13
OBFC1	2.858719869693009e-13
LOC100130872	3.056447434452216e-13
KBTBD4	3.1146458869189294e-13
NOP2	3.116055613125891e-13
LRRC56	3.1255845926982144e-13
TAF11	3.1711881205497596e-13
BCL2A1	3.172639910738167e-13
ARNTL2	3.2082651072506646e-13
IZUMO4	3.2472589810374214e-13
TMEM229B	3.3384951637700927e-13
BYSL	3.3478013235068304e-13
CCDC173	3.3647456655233494e-13
COPZ1	3.4488507705777297e-13
LTV1	3.4610423454261245e-13
SEPT8	3.502146978186363e-13
SLU7	3.5368879812030415e-13
FARP2	3.553882781673212e-13
RCC1	3.5641221766274344e-13
SF3B3	3.574424269306007e-13
ABT1	3.6894230161102715e-13
SRCIN1	3.6896848189187724e-13
ANKRD50	3.754643943831809e-13
CEP290	3.7679186373144854e-13
ABCA3	3.772211835509847e-13
PRICKLE2	3.921993954050878e-13
SORD	3.9322473351290485e-13
IL34	4.042643727056285e-13
FAM72D	4.042643727056285e-13
KIAA1524	4.0430962015424436e-13
NAV3	4.0530762741737153e-13
KIAA2013	4.082208384449496e-13
NUTF2	4.113927911147945e-13
CANT1	4.119969375621137e-13
SLC24A1	4.1392078910876337e-13
CCNJ	4.158529602626219e-13
ATF4	4.2021822804337144e-13
CTSC	4.2043897644393866e-13
RTN4R	4.248617109361431e-13
TXNL4B	4.304019717958988e-13
GINS1	4.3327224134573984e-13
ZNF799	4.334604662290894e-13
GPR161	4.3354958809876706e-13
SLC9B2	4.3419262737203057e-13
PAXIP1-AS2	4.384957710135049e-13
BOP1	4.398026280161871e-13
RTN4RL1	4.5236625086808256e-13
PLXNA1	4.615251169287276e-13
MBLAC2	4.626145262034183e-13
SCRN3	4.722343399823942e-13
RAB11FIP3	4.730447038529338e-13
SRF	4.734801356710052e-13
ARHGAP22	4.746192145644468e-13
RAB31	4.818069582780437e-13
SNAI1	4.825053587818273e-13
STRN3	4.842585083163895e-13
HSPA14	4.929941409564144e-13
STEAP3	4.941529557066533e-13
HSD17B8	4.984719441100749e-13
MIPEP	4.990945994590045e-13
COQ4	4.991887519758698e-13
NSMCE1	5.167092858813232e-13
SALL2	5.249121779982269e-13
PDPK1	5.381778854708965e-13
FAM127C	5.39149528862204e-13
TRIM66	5.40182739359902e-13
MTX3	5.468569189683753e-13
MTERF3	5.527163058392053e-13
GARS	5.607542199445287e-13
RCOR3	5.678277544484065e-13
DDX19A	5.689339394059736e-13
TSC22D3	5.859863864284733e-13
RNF8	5.859863864284733e-13
TP53BP1	6.213338381199988e-13
HNMT	6.281511300249374e-13
FBLIM1	6.307311445532346e-13
MMACHC	6.378877777945294e-13
ABHD15	6.428260732463855e-13
NABP1	6.457719941376057e-13
FAM13B	6.517980367970602e-13
PNPLA7	6.531365680237008e-13
PPIE	6.531365680237008e-13
SOD2	6.56179228891096e-13
ZNF639	6.566072876383753e-13
PEX19	6.570099650561491e-13
PDK2	6.612281714306162e-13
PROB1	6.847588968180109e-13
NEIL3	7.005149473841788e-13
SSRP1	7.021497597625651e-13
QSOX2	7.066741529407685e-13
UNC13D	7.066741529407685e-13
GJA1	7.081904942802195e-13
CENPF	7.189342021688162e-13
CCNY	7.205024577444453e-13
KPNA2	7.209163275558103e-13
DYX1C1	7.258363524587223e-13
ZNF20	7.258363524587223e-13
PLAUR	7.259322392959249e-13
RCN1	7.277683634677703e-13
DOLK	7.35641904931057e-13
ENPP5	7.368592286725664e-13
SFXN2	7.550892589316838e-13
DUSP2	7.568743523512914e-13
PDGFD	7.593761526459706e-13
GBP1	7.616575408435626e-13
GTDC1	7.726602348115837e-13
UEVLD	7.744425727776237e-13
ZNRF1	7.945814934190512e-13
PITPNB	8.08378438677165e-13
HOXA1	8.08378438677165e-13
GNB4	8.12868080395658e-13
SAP30L	8.136564960768218e-13
DDX39A	8.157943647437122e-13
ARHGAP35	8.198541772058094e-13
SERINC1	8.35533575428179e-13
KLF11	8.355750230222091e-13
CFAP45	8.510662715885015e-13
EFHC1	8.531561210507116e-13
DNAJC1	8.636978382145643e-13
LCK	8.705845271574263e-13
FUOM	8.999150334475139e-13
CBX4	9.048955979216738e-13
STARD3	9.420850704547755e-13
ZNF224	9.420850704547755e-13
ANP32B	9.483537253868328e-13
ADGRE5	9.483537253868328e-13
CYB561D2	9.889832484532536e-13
MCM3	9.944927408380477e-13
TMSB10	1.0244302240771282e-12
HOXD8	1.0269519884124135e-12
MFSD7	1.0326097622645747e-12
GLS2	1.0389001114558943e-12
PMEL	1.0503043128418794e-12
ISOC1	1.055833183917926e-12
ERBB3	1.070703614450493e-12
CCT4	1.0943037455967514e-12
ARPP19	1.0957365496068216e-12
MPP7	1.1017534490938782e-12
ABCF1	1.104830798634372e-12
GNA14	1.1191928787171512e-12
USP32	1.1325146971579688e-12
DNAJC16	1.1325146971579688e-12
WDR62	1.1531658165867513e-12
TMEM217	1.1707826560017692e-12
PCDHB9	1.1920110126031888e-12
BACE2	1.2224954100396507e-12
CEBPG	1.222823300084025e-12
MTL5	1.2448711289901242e-12
ADORA2B	1.2537983200585238e-12
MOGS	1.2727015949929248e-12
CAB39L	1.2820883955680431e-12
PUS7	1.2846150615692924e-12
PGBD5	1.294822699551189e-12
PRPF38A	1.2986886524115197e-12
ME2	1.302613646093897e-12
TIMM44	1.302613646093897e-12
TMEM87B	1.3036154114114097e-12
CASZ1	1.34112184869061e-12
EML2	1.3712026754305958e-12
NOB1	1.3957704198334798e-12
THEMIS2	1.4070285004064699e-12
DCUN1D5	1.4170589845243705e-12
DCLK1	1.4391078961540489e-12
SLC25A13	1.4475737957865708e-12
COQ3	1.456808793731596e-12
LNP1	1.4593713172801027e-12
TOMM22	1.4681554263517961e-12
ZER1	1.470872867916704e-12
CHORDC1	1.4792391392041752e-12
VIPR1	1.5215438136160274e-12
CRAT	1.590984150815272e-12
RAD51	1.5933982044840363e-12
SCML2	1.6099595524206577e-12
GNL2	1.6133415315133283e-12
TTYH3	1.6209793340223136e-12
NFATC4	1.6233817246077777e-12
PAPSS1	1.6243596355593555e-12
BTBD3	1.6822354568676148e-12
IGF1R	1.6875770249152147e-12
EPHB3	1.6892607807135785e-12
ZNF776	1.7385072832401847e-12
HIRA	1.749366144739273e-12
BCL2L1	1.7781669452614704e-12
CA13	1.7850638415718128e-12
CKS2	1.7865315307559827e-12
NPRL2	1.7931059181039407e-12
ETV6	1.7931059181039407e-12
RNF24	1.8032430158330011e-12
SAP30	1.8033151108200156e-12
ABCG2	1.8050971090888584e-12
ALG1	1.806744616306587e-12
GART	1.8622697966837535e-12
ABCA2	1.8794869208251826e-12
GATAD1	1.9107337446912284e-12
STK39	1.9122646558488592e-12
C1QTNF7	1.9137367413348513e-12
HCG11	1.914304497657647e-12
ATP6V1G2	1.9157703269118137e-12
DDX12P	1.9272026897022852e-12
SHMT2	2.0041301795295376e-12
POLQ	2.0068319141702818e-12
KNSTRN	2.022842927175169e-12
UBE2J1	2.023997158602915e-12
NFKBIE	2.0309891845894616e-12
SMIM15	2.0328749145484316e-12
GPSM2	2.0542252841697344e-12
SEL1L	2.058781835996662e-12
PEX11G	2.0652906840880597e-12
ACTR3	2.069840308512085e-12
BID	2.074909644848324e-12
NAE1	2.137917212425183e-12
ARRB1	2.1407035662219395e-12
C1ORF21	2.147372835125427e-12
NSF	2.147372835125427e-12
DAPK1	2.147372835125427e-12
EZH1	2.1507648717110245e-12
C9ORF91	2.1844189236121285e-12
GDF15	2.190714101482896e-12
MAPK9	2.2055753606102374e-12
PTPN1	2.2082706858157204e-12
JMJD6	2.2587519861140696e-12
CENPE	2.337567201352192e-12
TRPM4	2.3747962078635947e-12
P2RX5	2.4391836769924764e-12
ZNF763	2.4900162110027984e-12
PPARD	2.497232581854598e-12
SULT1A1	2.5107492058767942e-12
TCOF1	2.5234304089897138e-12
GOLGB1	2.5249230949715354e-12
TAF9B	2.531293895636289e-12
MCM6	2.6109674697548274e-12
C5ORF45	2.618021023894462e-12
EED	2.6236785705698007e-12
PRTG	2.648613996671933e-12
LYPD5	2.6576228036173377e-12
SMAD5	2.683429967395063e-12
POLD1	2.6983402120533117e-12
ZNF24	2.7155341753626983e-12
SIGIRR	2.717583533723897e-12
SMG5	2.717583533723897e-12
CKAP2L	2.7357393374495487e-12
MYRF	2.7744469678436316e-12
NPDC1	2.8164192528961954e-12
CLDN23	2.822593910382045e-12
DMD	2.8391838121642957e-12
GINS4	2.892578533184668e-12
NUDT3	2.901990270955132e-12
CD82	2.925665386881853e-12
POLR1E	2.9261289698119745e-12
PLA2G7	2.9261289698119745e-12
PLA2G16	2.9296912778059834e-12
LRRFIP1	2.9377855417789124e-12
TMEM158	2.9489195476995676e-12
CYP4X1	2.9697489366099183e-12
RHOQ	2.977089613007959e-12
RRM2	3.0047112233328493e-12
TLDC1	3.012751325002864e-12
MCTP2	3.0829480200384745e-12
LRSAM1	3.0882772484591474e-12
PDIA5	3.112357459956296e-12
MMS22L	3.123732405506413e-12
C17ORF96	3.164893859737718e-12
VLDLR	3.2417953512750415e-12
KBTBD3	3.2795888673852927e-12
OLFM2	3.371637828436794e-12
GDF9	3.419651847953263e-12
TEAD4	3.460903475469399e-12
SSC5D	3.4897817884238197e-12
RFWD3	3.5278549989830923e-12
N4BP3	3.670025744310726e-12
PXDC1	3.672120036651295e-12
PRR29	3.769376387954378e-12
RHOT1	3.780029824829562e-12
ZNF280D	3.790077635254526e-12
PPM1J	3.818920984886404e-12
EPHB1	3.820789440765133e-12
SRRM3	3.826674148584932e-12
SSBP2	3.8955082159345125e-12
ARMC9	3.9018657208467425e-12
FBXO8	3.9292182777392255e-12
MCM2	3.971600872996306e-12
IRS1	4.035267559947471e-12
CCNB1IP1	4.058217005741926e-12
ZNF263	4.058217005741926e-12
PABPC1	4.103408053892702e-12
B4GALT5	4.112848017161162e-12
CHURC1	4.123649336383583e-12
